customer_review_id,customer_id,location_id,review_datetime,review_text,social_media_source,social_media_handle,product_id,rating
146,1146,5003,2025-02-16 08:17:25,"A few days ago, I received the Google hoodie I purchased from the Google Merchandise Store. The design itself was clean and I liked it, but honestly, there were parts that didn't meet my expectations. First, the fabric quality was not as good as I thought. After a few washes, pilling has already started, and it also feels like the color has faded slightly compared to when I first received it. Considering the Google brand image, I wish a more luxurious material had been used. Also, the delivery process was not smooth. It took quite a long time from ordering to delivery, and the delivery tracking information was not updated accurately, which was inconvenient. Considering the price of the Google hoodie, I think delivery service improvement is needed. The product itself is okay, but if a little more attention is paid to quality and delivery, a more satisfactory purchase experience can be provided.",X,@XUser_1146_308,29860,3
83,1083,5003,2025-04-11 03:42:25,"Okay, I absolutely love this zip hoodie! It's so comfortable and the material is really soft. The fit is perfect, not too baggy and not too tight. I get compliments on it all the time, especially from people who've visited or worked at Google. It's a subtle way to show my appreciation for the company and tech in general without being overly branded. Plus, it's just a great everyday hoodie for lounging around or running errands. Definitely worth the purchase!",X,@XUser_1083_753,42868,1
177,1177,5003,2025-02-14 08:03:23,"This Google crewneck is fantastic! The navy color is a really nice, deep shade and the material is so soft and comfortable. I've worn it a bunch already and it washes really well without shrinking or fading. The Google logo is subtle but still recognizable, which I appreciate. Definitely a step up from your average sweatshirt and worth the price!",X,@XUser_1177_662,29671,5
117,1117,5003,2024-11-16 01:35:25,"I absolutely love my Flamingo and Friends 2019 Tee! It's so comfy and the design is just adorable. I get compliments on it every time I wear it. The colors are vibrant and haven't faded at all even after a few washes. The fit is perfect, true to size, and it's made of really soft material. Definitely one of my favorite t-shirts! I'm so glad I bought it.",YouTube,@YouTubeUser_1117_834,33078,5
112,1112,5004,2025-05-28 11:47:03,"I absolutely love this Google Austin Campus tee! The fabric is so soft and comfortable, it's perfect for wearing around the house or even out and about. The design is subtle but still shows off my appreciation for Google's innovative spirit. I've gotten a few compliments on it already, and it's quickly become one of my favorite t-shirts. Great quality and a cool, understated way to represent a cool company!",Blog,@BlogUser_1112_471,44830,4
163,1163,5004,2025-06-10 22:42:51,"Okay, I'm absolutely loving this Google Austin Campus Zip Hoodie! The material is super soft and comfortable, perfect for wearing around the house or out running errands. The fit is just right, not too baggy and not too tight. I really appreciate the quality of the zipper and the overall construction; it feels like it will last a long time. Plus, the subtle Google Austin design is cool without being overly flashy. Definitely a great purchase for any Google fan!",Blog,@BlogUser_1163_718,22236,5
1,1001,5004,2025-05-02 14:41:15,"Okay, I absolutely love this Google SF Campus Zip Hoodie! It's so comfy and soft inside, perfect for lounging around the house or even wearing out and about. The material feels really high quality, not cheap at all. I especially like the subtle Google logo – it's recognizable but not too flashy. Definitely worth the money and I get compliments on it all the time! Highly recommend if you're a Google fan or just looking for a really nice, comfortable hoodie.",Facebook,@FacebookUser_1001_391,40979,5
4,1004,5004,2025-03-02 11:56:54,"This Google microfleece jacket is exactly what I was hoping for! It's super soft and comfortable, perfect for chilly mornings or evenings. The black color is classic and goes with everything. I also appreciate the subtle Google branding - it's not too flashy. The fit is great, true to size, and the pockets are a decent size. Definitely a good purchase and I wear it all the time!",Facebook,@FacebookUser_1004_320,49510,4
136,1136,5004,2025-04-26 10:24:17,"Okay, I'm obsessed with this Google Gray French Terry Zip Hoodie! It's seriously the perfect weight for layering. Not too heavy, not too thin. The French Terry is super soft and comfortable, and the gray color is a really nice neutral that goes with everything. I love that it has a zipper, makes it easy to throw on or take off. Definitely my new go-to for running errands or just lounging around the house. I'm thinking about getting another one!",Facebook,@FacebookUser_1136_931,41673,1
155,1155,5004,2025-05-13 00:50:54,"I absolutely love this Google LA Campus Ladies Tee! The fabric is so soft and comfortable, perfect for wearing around the house or out running errands. The fit is flattering without being too tight, and the design is simple but stylish. It's a great way to show off my love for Google and the LA vibe. I've already washed it a few times and it still looks brand new. Definitely recommend getting one if you're a Google fan!",Facebook,@FacebookUser_1155_665,46127,5
142,1142,5004,2025-03-20 18:49:54,"Okay, I'm absolutely loving this Google Sherpa Zip Hoodie! The charcoal color is really sharp and goes with everything. It's incredibly soft and warm – perfect for chilly evenings or just lounging around the house. The sherpa lining is so cozy, and the zip is really sturdy. I was worried about the sizing, but it fits true to size. Definitely worth the money, and I'm already thinking about getting another one!",Facebook,@FacebookUser_1142_708,25617,5
77,1077,5004,2025-02-28 23:36:43,"Google Mug, makes every morning special. As someone who usually prefers simple designs, the Google mug was a product I loved at first sight. The subtly engraved Google logo on a clean white background is stylish yet not over-the-top, possessing a timeless charm. Above all, the grip of the mug is really good. The feeling of it fitting snugly in my hand is stable, and thanks to the ample capacity, I'm satisfied that I can fully enjoy warm coffee or tea. Also, thanks to the sturdy material, I like that it stays clean without a single scratch even with daily use. The delivery arrived safely without any damage worries due to meticulous packaging. Thanks to this Google mug, my time drinking coffee every morning has become more enjoyable. I think it's not just a simple mug, but a product that adds small happiness to daily life. I strongly recommend it to those who are considering it!",Facebook,@FacebookUser_1077_292,33216,1
183,1183,5004,2024-11-02 13:50:51,"This Android Pocket Tee is fantastic! The navy color is really rich and hasn't faded after a couple of washes. The fabric is super soft and comfortable, perfect for everyday wear. I also appreciate the pocket – it's actually useful for holding my phone or keys. The fit is true to size, which is always a relief when ordering online. Definitely recommend this tee if you're looking for a simple, well-made shirt.",Instagram,@InstagramUser_1183_314,30835,2
37,1037,5004,2025-01-03 07:44:27,"It's already been a month since I bought and started using the Google mug. I liked the clean design, so I'm using it for work. It definitely gives a stylish feel when placed on my desk, and the capacity is ample, making it perfect for drinking coffee or tea. I especially like that the Google logo is simply embedded. However, there are also some downsides. It seems that slight scratches easily form on the mug surface, so I'm using it carefully. Also, I think the price is a bit expensive. The design and practicality are satisfactory, but I think it's necessary to consider the price aspect a bit more. Overall, it's satisfactory, but if durability and price aspects are improved, I think it will become a Google mug that more people can use with satisfaction.",Instagram,@InstagramUser_1037_283,27276,4
191,1191,5004,2024-12-02 19:36:32,"Google Logo T-shirt, I'm really satisfied! I usually like Google, so I often purchase clothes from the Google Merchandise Store. The Google logo T-shirt I bought this time is really satisfactory because its quality is outstanding, beyond my expectations. First, the design is clean and stylish, so it goes well with any clothes. I especially like that the Google logo serves as a point without being over-the-top. The material is also soft and comfortable to wear, so I don't feel any discomfort even if I wear it all day. It was good that there was almost no deformation after washing and the color remained the same. The delivery was very fast, and the packaging was meticulous, so I felt good from the moment I received it. I think I'll continue to use the Google logo T-shirt regularly. I want to highly recommend it to people around me too.",Naver Cafe,@NaverCafeUser_1191_988,25248,4
152,1152,5004,2025-03-22 07:30:00,"I absolutely love this Google Austin Campus Zip Hoodie! It's so comfortable and the material is really soft. The fit is perfect, not too baggy and not too tight. I get compliments on it all the time, even from people who aren't into tech! It's a great way to show some Austin pride and represent Google without being too flashy. Highly recommend if you're looking for a comfy and stylish zip-up.",Twitter,@TwitterUser_1152_936,22236,4
63,1063,5004,2025-03-23 23:38:15,"This Google Grey Tee is surprisingly awesome! I wasn't expecting much, just a basic t-shirt, but the fabric is super soft and comfortable. It's a nice, relaxed fit, not too tight or baggy. The grey is a perfect neutral that goes with everything. I've already washed it a few times and it still looks brand new. Seriously, a great value for the price and a perfect everyday tee. I'll probably buy another one!",Twitter,@TwitterUser_1063_854,32141,3
187,1187,5004,2025-02-13 09:18:10,"Just got my Google Black Cloud Tee and I love it! The fabric is super soft and comfortable, definitely a step up from some other tech company merch I own. The design is simple but stylish, and the black color goes with everything. It's a great way to subtly show my appreciation for Google without being too loud. I've already gotten compliments on it! Highly recommend picking one up if you're a Google fan.",X,@XUser_1187_525,20571,4
87,1087,5004,2025-01-16 08:59:32,"My little one absolutely loves this Google Toddler FC Zip Hoodie! It's super soft and comfy, which is a big win because my toddler is usually picky about clothes. The zip is easy for him to manage himself, and the design is adorable. It's held up great in the wash too, no fading or shrinking. Definitely a worthwhile purchase to keep my little techie warm and stylish!",YouTube,@YouTubeUser_1087_439,38352,3
158,1158,5004,2024-11-18 15:45:53,"I absolutely LOVE my Flamingo and Friends 2019 Tee! It's so cute and cheerful. The design is even better in person, the colors are vibrant, and the flamingoes are just adorable. The shirt itself is really soft and comfortable, and the fit is perfect. I've already gotten so many compliments on it whenever I wear it. It's definitely my new favorite tee!",YouTube,@YouTubeUser_1158_166,21998,5
161,1161,5004,2025-05-09 19:15:37,"I absolutely love my Google Campus Women's Tee! The fit is perfect, not too tight and not too baggy. The material is super soft and comfortable, which is important because I basically live in t-shirts. The Google logo is subtle but still shows my love for the company. I've washed it a few times now and it still looks brand new. Great quality and definitely worth the purchase!",YouTube,@YouTubeUser_1161_235,41488,4
43,1043,5004,2025-05-19 06:24:16,"This Google SF Campus tee is awesome! The material is super soft and comfy, not scratchy at all like some other branded tees I've bought before. The design is simple and classic, perfect for wearing around town or just lounging at home. I've already washed it a few times and it still looks great, no fading or shrinking. Definitely a great way to show some Google pride without being too flashy. Would definitely recommend!",YouTube,@YouTubeUser_1043_541,48723,3
70,1070,5004,2025-06-10 14:38:55,"Okay, I absolutely love this Google Badge Heavyweight Pullover! The black color is classic, and the material is seriously thick and cozy. It feels really well-made, like it'll last for years. I especially appreciate the subtle Google badge; it's not too flashy, but still shows off my Google pride. It's perfect for chilly evenings or just lounging around. Definitely worth the price!",YouTube,@YouTubeUser_1070_802,29573,5
176,1176,5005,2025-04-08 15:14:46,"My daughter absolutely loves her Google Beekeepers tee! It's such a cute design and the pink is a really vibrant, cheerful color. The cotton is super soft, which is important for toddler skin, and it seems to hold up well after washing. I appreciate that the graphic hasn't faded or cracked after multiple washes. It's a little pricey for a t-shirt, but the quality definitely seems worth it. She gets compliments on it all the time!",Blog,@BlogUser_1176_942,26285,3
200,1200,5005,2025-03-14 16:02:59,"This little green Android ornament is just adorable! I bought it to hang on my Christmas tree, and it looks fantastic. The color is vibrant, and the detail is surprisingly good for its size. It's lightweight, so it doesn't weigh down the branch. I'm a big Android fan, so this was the perfect little addition to my holiday decorations. Definitely recommend it to any tech lovers looking for something unique and festive.",Blog,@BlogUser_1200_913,28995,3
8,1008,5005,2025-03-17 20:32:07,I absolutely love my Google Color Block notebook! The paper is such a nice quality – really smooth to write on with no bleed-through from my pens. The color-blocked cover is super stylish and makes it easy to find in my bag. It's the perfect size for taking notes in meetings or just jotting down ideas on the go. Definitely my new favorite notebook!,Blog,@BlogUser_1008_455,35921,3
39,1039,5005,2024-11-02 05:52:26,"I absolutely love my Google Yellow YoYo! It's such a fun little thing to have around. The bright yellow color is cheerful, and the weight is perfect for learning new tricks. I'm a total beginner, but I've already managed to get the hang of a few basic moves thanks to how smooth it spins. It feels really well-made and durable, too. Definitely worth the price for a bit of nostalgic fun and a great way to keep my hands busy!",Blog,@BlogUser_1039_720,29763,4
34,1034,5005,2025-05-31 11:09:42,"I absolutely love this Google Charcoal Unisex Badge Tee! The charcoal color is really nice and versatile, it goes with everything. The fabric is soft and comfortable to wear, definitely not scratchy like some other t-shirts. The Google badge is subtle but still adds a cool, understated tech vibe. It's also held up really well after a few washes - no fading or shrinking. Great quality for the price, I'd definitely recommend it!",Facebook,@FacebookUser_1034_897,24803,4
127,1127,5005,2025-02-15 16:37:23,"This journal is exactly what I needed! I've been trying to get serious about my YouTube channel, and the ""YouTube Transmission Journal Red"" has been a lifesaver. It's got sections for everything: video ideas, shooting schedules, keywords, even monetization tracking. The layout is super intuitive and the red cover is really vibrant. It's helped me stay organized and motivated, which is half the battle. Definitely recommend for any YouTuber, big or small!",Instagram,@InstagramUser_1127_405,28815,1
59,1059,5005,2025-04-13 03:52:51,"I absolutely love this Google Women's Grid Zip-Up! It's so comfy and the grid pattern is subtle but really stylish. I've worn it to the gym, on walks, and even just lounging around the house. The quality is great - it feels really well-made and durable. The fit is perfect too, not too tight and not too baggy. Definitely recommend it if you're looking for a versatile and comfortable zip-up jacket!",Instagram,@InstagramUser_1059_736,45917,2
139,1139,5005,2025-05-03 15:24:43,"I absolutely love this softshell jacket! The ""Moss"" color is gorgeous and surprisingly versatile – it goes with everything. It's incredibly comfortable and lightweight, perfect for those slightly chilly days when you don't need a heavy coat. I appreciate the quality material and the fit is just right. It's also surprisingly water-resistant, which is a huge plus. Definitely recommend this jacket if you're looking for something stylish and practical!",Instagram,@InstagramUser_1139_945,21241,3
181,1181,5005,2025-02-17 02:06:54,"Okay, I am absolutely loving this Google Women's Puff Jacket! I was a little hesitant ordering online without trying it on, but the fit is perfect. It's so warm and cozy without being bulky, which is exactly what I wanted. The black color is classic and goes with everything. I've worn it in light rain and it held up great. Really happy with the quality and would definitely recommend it to anyone looking for a stylish and functional winter jacket!",Instagram,@InstagramUser_1181_943,46361,3
38,1038,5005,2025-05-19 02:00:45,"My little guy absolutely loves his Stan and Friends 2019 Toddler Tee! The colors are so vibrant and haven't faded at all after multiple washes. The fabric is super soft, which is a huge plus because he's got sensitive skin. He loves pointing out Stan and all his friends on the shirt, and it's become one of his favorites. Definitely recommend this tee for any toddler who loves a fun, comfortable shirt!",Threads,@ThreadsUser_1038_633,46590,4
123,1123,5005,2025-01-28 07:33:38,"The Google Beige Bear Baby Blanket is absolutely adorable! It's so incredibly soft, perfect for my newborn's sensitive skin. The color is a lovely, neutral beige that goes with everything in the nursery. It's also surprisingly durable - I've already washed it a few times and it still looks brand new. My baby loves snuggling with it, and honestly, so do I! Definitely a great buy and would make a wonderful gift.",X,@XUser_1123_288,38494,3
51,1051,5005,2025-05-18 04:46:55,"I absolutely love this little pin! As a Google enthusiast who's always dreamed of visiting the Boulder campus, this is the perfect little memento. The quality is fantastic - the colors are vibrantand the detailing is surprisingly intricate for such a small piece. It's a subtle but cool way to show my appreciation for the company and it always sparks interesting conversations. Definitely worth the purchase!",X,@XUser_1051_892,41064,1
48,1048,5005,2025-02-06 22:38:49,"I absolutely love my Android Garden 2019 Tee! The design is so unique and eye-catching, I always get compliments when I wear it. The fabric is super soft and comfortable, even after multiple washes. It fits true to size and hasn't shrunk at all. Definitely one of my favorite t-shirts and worth every penny. I'm thinking about getting another one in a different color! Highly recommend this for anyone who loves cool, well-made graphic tees.",YouTube,@YouTubeUser_1048_135,35334,4
14,1014,5005,2025-02-14 18:29:50,"This hoodie is seriously comfy! I love the simple Google Mountain View design - it's subtle enough to wear anywhere without feeling like I'm advertising too much. The material is soft and washes really well, no shrinking or fading so far. It's the perfect weight for layering, not too heavy and not too thin. Definitely my new go-to for casual days and chilly evenings. Great quality and worth the price!",YouTube,@YouTubeUser_1014_500,47575,2
79,1079,5005,2025-02-19 17:53:29,"I absolutely love this Google Campus Bike Eco Tee! The navy color is really nice and the fabric is so soft and comfortable. It's definitely a step up from your average t-shirt. I appreciate that it's made from eco-friendly materials too. The bike design is subtle but cool, and I've already gotten a few compliments on it. Great quality and a perfect way to show some Google pride without being too loud.",YouTube,@YouTubeUser_1079_279,23485,3
167,1167,5005,2025-01-06 15:48:54,"I absolutely love this Google Canteen Bottle! The black finish is sleek and professional, perfect for bringing to the office. It keeps my water cold all day long, even in the summer heat. I've also used it for hot tea, and it stays warm for hours. It's really durable too - I've accidentally knocked it over a few times, and it hasn't even scratched. Plus, it's a good size, not too bulky to carry around. Definitely recommend it!",YouTube,@YouTubeUser_1167_517,41804,5
82,1082,5006,2025-05-27 16:55:10,"Just got my Google Chicago Campus tee and I love it! The material is super soft and comfortable, definitely not scratchy like some other branded tees I've gotten before. The design is simple but cool, and I like that it's unisex so it fits well. I've already worn it a bunch of times and gotten compliments. It's a great way to rep the Chicago office and show my Google pride without being too flashy. Highly recommend!",Blog,@BlogUser_1082_835,49775,3
22,1022,5006,2024-11-11 21:47:43,"I absolutely love my Google Tee Blue! The color is a really nice, vibrant blue, and the fabric is so soft and comfortable. It's definitely become one of my go-to shirts for casual days. I've washed it a couple of times already and it's held up great, no fading or shrinking. The fit is perfect too, true to size. If you're a Google fan, or just looking for a comfortable and stylish blue tee, I highly recommend this one!",Blog,@BlogUser_1022_397,43696,4
126,1126,5006,2025-03-03 11:48:30,"My son absolutely loves his Google Kids Playful Tee! The design is so bright and cheerful, and he gets compliments on it everywhere we go. The fabric is really soft and washes up great, which is a huge plus with a messy kid like mine. It's held up really well to all his adventures in the park and playground. Definitely a great buy and worth the price for a good quality, fun t-shirt!",Facebook,@FacebookUser_1126_420,33241,3
61,1061,5006,2025-05-01 08:55:49,"Okay, I'm really happy with this Google Navy French Terry Zip Hoodie! It's super comfortable, the French Terry fabric is soft and breathable, not too heavy or too light. The navy color is really nice and classic. The zipper feels sturdy and the overall quality seems great. I've worn it a bunch already and it's quickly become my go-to hoodie for running errands or just relaxing at home. Definitely recommend it!",Facebook,@FacebookUser_1061_962,42024,3
162,1162,5006,2025-02-24 17:50:37,"This shirt is awesome! I'm a huge traveler and love anything that subtly nods to my passion. The Google Maps pin design is instantly recognizable but also super clean and minimalist. The material is really soft and comfortable, and it fits perfectly. I've gotten so many compliments on it already from people who appreciate the design. Definitely recommend this tee if you're a geography nerd or just love exploring!",Facebook,@FacebookUser_1162_405,35892,3
68,1068,5006,2025-03-09 06:12:44,"I was a little hesitant to try the Google Incognito Zippack V2, but I'm so glad I did! It's seriously a game-changer for keeping my personal stuff separate. The different compartments are perfect for organizing everything from my phone to my keys, and I love the discreet design. It's comfy to wear and feels really secure. I feel so much more confident knowing my valuables are safe and sound. Definitely recommend this to anyone who wants a little extra peace of mind!",Facebook,@FacebookUser_1068_499,43300,4
46,1046,5006,2025-05-16 09:07:32,"This Android Pocket Tee in Green is fantastic! The color is even better in person, a really nice, vibrant shade of green. The fabric is super soft and comfortable, feels like it'll hold up well after washing. The pocket is a good size too, perfect for holding my earbuds or a small notepad. Overall, a great everyday t-shirt and definitely worth the price. I'm already thinking about getting another one in a different color!",Instagram,@InstagramUser_1046_646,20078,5
144,1144,5006,2025-04-26 20:03:25,"I absolutely love this Google crewneck! The grey is a really nice, versatile shade and the quality is fantastic. It's super soft and comfortable, perfect for lounging around the house or running errands. It's definitely a step up from your average sweatshirt. I've washed it a few times already and it still looks brand new. The Google logo is subtle but recognizable, which I appreciate. Highly recommend if you're looking for a comfy and stylish sweatshirt!",Instagram,@InstagramUser_1144_838,46502,5
7,1007,5006,2024-11-11 08:48:23,"I absolutely love these Google Clear Framed Gray Shades! They're so stylish and comfortable. The clear frames are a really cool, modern touch, and the gray lenses are perfect for everyday wear. They're not too dark, so everything still looks natural, but they definitely cut down on glare. Plus, they feel really well-made and sturdy. I've gotten so many compliments on them already. Definitely worth the purchase!",Naver Cafe,@NaverCafeUser_1007_121,48155,3
113,1113,5006,2025-02-17 12:34:28,"I absolutely love my Google Aluminum Bottle in red! It's such a sleek and stylish way to stay hydrated. The color is vibrant and really pops. I've been taking it to the gym and to work, and it keeps my water cold for hours. It's also super durable; I've accidentally dropped it a couple of times and haven't seen a single dent. Definitely worth the purchase!",Threads,@ThreadsUser_1113_972,33370,5
121,1121,5006,2025-02-13 19:45:52,"This little tee is absolutely adorable! The olive color is so earthy and cute on my baby. The fabric is incredibly soft, like seriously, I wish they made one in my size! It's held up really well through multiple washes too, no fading or shrinking. My baby looks like a little outdoorsy explorer in it, and I always get compliments when he wears it. Definitely recommend this shirt, it's a great basic and super comfortable for little ones.",Threads,@ThreadsUser_1121_736,29082,1
45,1045,5006,2025-05-27 13:38:20,"I absolutely love my Google Chicago Campus tee! The material is super soft and comfortable, perfect for wearing around the house or out and about. The design is simple but cool, and it's a great way to show off my love for Google and Chicago. I've already gotten a bunch of compliments on it. Definitely recommend this shirt if you're a fan of Google or just looking for a comfy, stylish tee!",Twitter,@TwitterUser_1045_990,49775,5
65,1065,5006,2025-02-10 08:43:16,I absolutely love this Google Seattle Campus Lapel Pin! It's such a cool little memento of my visit there. The quality is fantastic - it feels really sturdy and the colors are vibrant. I've gotten so many compliments on it already. It's a subtle way to show my appreciation for Google and the innovative spirit of Seattle. Definitely a great purchase for any Google enthusiast or someone who just loves the city!,Twitter,@TwitterUser_1065_302,27197,4
108,1108,5006,2025-05-20 08:26:05,"Okay, this Android Pocket Onesie is seriously the best! I was looking for something comfy to wear around the house and this is perfect. The navy color is really nice and the material is so soft. But the best part is definitely the pocket! It fits my phone perfectly, so I don't have to worry about losing it while I'm lounging. It washes well too, no shrinking or fading. Definitely recommend if you want ultimate comfort and practicality!",Twitter,@TwitterUser_1108_886,31798,3
11,1011,5006,2025-06-02 11:40:20,"Okay, this Google Yellow YoYo is surprisingly fun! I bought it on a whim, thinking it would be a cute desk toy, but it's actually a really well-made yoyo. The weight is perfect, it sleeps nicely, and the bright yellow color is just cheerful. It's been a great way to take little breaks during the day and de-stress. Definitely worth the price if you're looking for a fun, functional, and eye-catching yoyo!",X,@XUser_1011_414,29763,3
128,1128,5006,2025-06-20 05:43:48,"This hoodie is seriously comfy! The Sherpa lining is so soft and warm, it's perfect for chilly evenings or just lounging around the house. The navy color is a nice, classic look and the Google logo is subtle but still cool. I've gotten a ton of compliments on it already. The zipper is sturdy and the pockets are nice and deep. Definitely worth the price, I'm thinking about getting another one in a different color!",X,@XUser_1128_889,36326,3
74,1074,5006,2024-12-05 07:12:31,"My son absolutely loves this Google hoodie! The fabric is so soft and comfortable, he wears it all the time. It's held up really well after several washes, too. The color is vibrant and the Google logo is nicely done – not too flashy. He's gotten tons of compliments on it, and it's become his go-to hoodie for school and just hanging out. Definitely a great purchase and worth the money!",X,@XUser_1074_491,20722,1
130,1130,5006,2024-12-29 22:14:57,"It's been about a month since I purchased and started using the Pixel phone case. The design was clean and matched well with the Pixel phone, which was satisfactory. However, there were a few disappointing points while using it. First, the case material is more slippery than I thought, so I sometimes feel uneasy when holding the phone. This is especially true since I tend to have sweaty hands. It would have been better if the anti-slip treatment was more effective. Also, the corners of the case tend to wear out easily. I don't use my phone roughly, but a few scratches have already appeared. I wish the durability was a bit more enhanced. The delivery was relatively fast, but the packaging condition was a bit disappointing. There was insufficient cushioning material, so the case had slight scratches. I think this point needs improvement. Overall, the design is satisfactory, but it would be an even more excellent Pixel phone case if supplementation in material and durability were made.",X,@XUser_1130_767,24773,4
107,1107,5006,2025-03-22 00:56:47,"This Google F/C Longsleeve in Charcoal is exactly what I was hoping for. The material is super soft and comfortable, definitely not scratchy or cheap feeling. The fit is perfect – not too tight, not too baggy. I love the simple design, it's understated but still lets you show off your Google pride. I've already washed it a couple of times and it's held up great. Would definitely recommend to anyone looking for a comfy and stylish long-sleeve shirt!",YouTube,@YouTubeUser_1107_493,27031,2
23,1023,5006,2025-01-01 07:05:01,"I absolutely love the Nest Secure! Setup was surprisingly easy, even for someone like me who's not super techy. The Detect sensors are sleek and blend right into my decor. The app is intuitive and I feel so much safer knowing I can monitor my home from anywhere. The arming and disarming process is simple for the whole family. Definitely worth the investment for peace of mind.",YouTube,@YouTubeUser_1023_852,32316,5
47,1047,5007,2024-11-14 21:57:14,"I absolutely love this Google Recycled Notebook Set! The paper has a really nice, slightly textured feel to it that makes writing so much more enjoyable. I'm also a big fan of the minimalist design and the natural color. It's great knowing that it's made from recycled materials too, so I feel good about using it. It's perfect for taking notes at work or just jotting down ideas. Highly recommend!",Blog,@BlogUser_1047_827,39593,4
58,1058,5007,2025-02-06 22:23:40,"This little Google Felt Strap Keyring is surprisingly great! I wasn't expecting much for the price, but it's really well-made and the felt is actually quite thick and durable. It's a nice, subtle way to show off my Google pride without being too flashy. The keyring itself is sturdy and seems like it'll hold up well. Plus, it's just a nice, soft texture to have in my pocket. Definitely worth the buy!",Blog,@BlogUser_1058_681,41453,4
88,1088,5007,2025-01-28 12:14:01,"My son absolutely loves this Android Pocket Tee! The green color is really vibrant and looks great on him. The material is super soft and comfortable, which is a huge plus because he's pretty picky about what he wears. It's held up really well after several washes, too, no shrinking or fading. The pocket is a cute little detail. Overall, a fantastic t-shirt and definitely worth the purchase!",Facebook,@FacebookUser_1088_289,26772,2
178,1178,5007,2025-05-15 09:44:51,"This Google F/C Longsleeve in Charcoal is seriously comfortable! The material is really soft and feels great against my skin. I've worn it for working from home, running errands, and even a casual hangout. It's held up really well after a few washes, no shrinking or fading. The charcoal color is also really versatile and goes with everything. Definitely a great addition to my wardrobe for a comfy and stylish look.",Facebook,@FacebookUser_1178_253,36533,3
192,1192,5007,2025-06-20 16:21:22,"This sticker is awesome! I'm a huge Google fan and love the Kirkland campus, so this was a must-have. The quality is great – it feels really durable and the colors are vibrant. I put it on my laptop and it looks fantastic. It's a subtle way to show my appreciation for Google's innovation and the beautiful PNW vibes of Kirkland. Definitely recommend if you're a Google enthusiast or just love a cool, well-made sticker!",Facebook,@FacebookUser_1192_880,34438,4
81,1081,5007,2025-02-26 09:09:09,"Just got my YouTube Icon Tee in charcoal and I love it! The material is super soft and comfortable, feels really high quality. The fit is perfect, not too tight and not too baggy. I've already gotten a few compliments on it. It's a subtle way to show my love for YouTube without being too flashy. Definitely recommend this tee if you're looking for a comfortable and stylish casual shirt!",Instagram,@InstagramUser_1081_921,46020,2
134,1134,5007,2025-02-22 03:39:15,"I love this Google Lapel Pin! It's exactly what I was looking for. The colors are bright and vibrant, and the pin itself feels really well-made. I wear it on my backpack and it's a fun, subtle way to show my appreciation for Google's products. It's also a great conversation starter – I've had several people ask me where I got it. Definitely recommend it to any Google enthusiast!",Naver Cafe,@NaverCafeUser_1134_843,23743,4
122,1122,5007,2025-06-28 00:24:32,"Just got my Google Trike Tee in black and I love it! The fabric is super soft and comfortable, not scratchy at all. The trike design is subtle but still cool, and the black color makes it really versatile - I can wear it with jeans or dress it up a bit with a blazer. The fit is also perfect, true to size. Definitely a new favorite in my wardrobe!",Threads,@ThreadsUser_1122_285,41499,5
159,1159,5007,2025-06-10 05:03:48,"I absolutely love this Google Maps Pin Tee! It's such a clever and subtle design, and I get compliments on it all the time. The shirt itself is really comfortable - the fabric is soft and it fits perfectly. Plus, it's a great conversation starter! People always ask me where I got it, and I'm happy to tell them. Definitely recommend this for anyone who loves to travel or just appreciates a unique and well-made t-shirt.",Twitter,@TwitterUser_1159_203,25854,4
2,1002,5007,2025-05-17 09:49:03,"I absolutely love my Google Cambridge Campus tee! The fabric is so soft and comfortable, perfect for wearing around the house or out and about. The design is subtle but still lets you show off your love for Google. I've washed it a few times now and it still looks great, no shrinking or fading. Definitely a great purchase and a fun little souvenir to remember my trip to Cambridge by!",Twitter,@TwitterUser_1002_618,33620,3
53,1053,5007,2025-02-02 01:58:57,"My daughter absolutely loves this Google Beekeepers tee! The pink is such a pretty shade, and the design is adorable. It's also surprisingly soft, even after a few washes. She wears it all the time, whether she's playing outside or just lounging around the house. The sizing was perfect too. Definitely a great purchase and a unique shirt that stands out!",X,@XUser_1053_141,34663,3
124,1124,5007,2025-05-07 16:25:28,"I absolutely love this Google raglan! The red color is so vibrant and cheerful, and the 3/4 sleeves are perfect for that in-between weather. It's super comfortable to wear, the material is soft and breathable, and the fit is just right – not too tight, not too baggy. I've gotten so many compliments on it already. It's become my go-to casual shirt for running errands or just hanging out. Definitely recommend it!",YouTube,@YouTubeUser_1124_268,21936,5
156,1156,5007,2025-05-16 18:22:41,"My son loves his Google Youth FC Longsleeve! The charcoal color is really sharp, and the material is so soft and comfortable – perfect for soccer practice on chilly mornings. He says it keeps him warm without being too bulky, which is exactly what we wanted. The fit is great too, true to size. It's held up really well after several washes already, no fading or shrinking. Definitely a great purchase for any young Google FC fan!",YouTube,@YouTubeUser_1156_246,41677,1
31,1031,5008,2025-04-10 01:33:13,"My little one looks absolutely adorable in this Google Toddler Tee! The white is crisp and clean, and the material is so soft – perfect for sensitive skin. It's held up really well through multiple washes already, and the Google logo is printed nicely, not some cheap iron-on that'll peel off. Sizing was accurate too. Definitely a cute and comfortable everyday shirt. I'm thinking of getting another one!",Blog,@BlogUser_1031_149,38998,4
